guided	0 0.16 3.72 0 0.0133333 6.10667 0 0 0 0
obtain	0.0666667 0 0 0 74.8533 0.0133333 0.0133333 0 0.0266667 0.0266667
valuable	0.133333 11.1467 0.0266667 0 0.0533333 0 0 2.62667 0 0.0133333
bandwidth	2.24 0.0133333 1.73333 0 1.8 0 0.0133333 0.0133333 0.186667 0
stored	0.106667 0 0 0.0266667 0.0133333 24.4667 0 0 4.65333 40.7333
identify	0 0.0133333 0.04 16.4133 0.16 0 0.8 22.1733 0.0533333 0.346667
voltage	3.13333 0.373333 0 0.0133333 0.733333 0 0 39.72 0 0.0266667
aspect	0.106667 0.0133333 0.2 0 0.0133333 0.0133333 0.0533333 0.0133333 0 26.5867
jitter	0 0.266667 0.386667 0.64 0 0 0.613333 0.0666667 0.0266667 0
rest	0.0533333 0.0666667 0.0133333 0 0 3.16 0 0 27.7067 0
speed	4.65333 0.413333 0.0266667 0 0.24 0.0133333 52.0133 0.106667 0.533333 0
electronically	0 0.0133333 0.826667 0.306667 0.146667 0.0133333 0.466667 0 0.413333 0.813333
based	9.78667 0 89.5467 0 0 0.04 0 0.986667 73.64 0
adding	0 0 0 0 0 38.4 3.58667 0 0 0.0133333
doctoral	0 0.0533333 0 0.0133333 0.0666667 0 8.86667 0 0 0
comparisons	7.13333 2.10667 0.04 1.64 0.12 0 6.32 0.0133333 6.45333 0.173333
classification	0.146667 0.0933333 1.89333 4.41333 51.44 0 0 0 0 0.0133333
hint	0.533333 1.22667 0.386667 0 0 0.493333 0 0.333333 0.0266667 0
excites	1.26667 0.186667 2.74667 1.34667 0 0.426667 0 0 0.0266667 0
percent	14.5333 0.266667 0.04 0 0.586667 0 0.0266667 0.293333 0 0.253333
guaranteed	0.08 0 0 0 0.08 0 25.6 0.08 0.16 0
except	7.06667 5.48 0 0.36 3.69333 0 0.44 0 35.8667 0.0933333
source	0.186667 0.0666667 21.8 0 0.0133333 0 0 32.8133 0.12 0
samples	0.0133333 0 0 35.96 4.30667 0.0266667 0 0.693333 0 0
technological	1.32 0 0.08 0.106667 0 3.46667 0 0 0.0266667 0
matched	0.0666667 0.0133333 0 0.0533333 0.0533333 0 0 0.853333 18.8267 0.133333
take	0.24 53.7733 0.453333 0 6.14667 0 27.6 0.76 0 0.0266667
real	45.0133 0.106667 2.72 28.84 37.2133 0 0 0.0933333 0 0.0133333
saturation	0.0133333 0 14.2667 0 0.0933333 0 0 0 0.0133333 0.613333
zipset	0.0133333 1.12 1.94667 0.866667 0.0133333 0.0133333 0.0133333 0 0 0.0133333
mos	0.146667 0 8.68 0.04 0.0133333 0.0266667 0.08 0.0133333 0 0
showing	0.0133333 0.08 0 0.106667 0.0666667 34.8133 0.76 0.106667 0 0.0533333
transconductance	0.0266667 0 0 0.04 0.0266667 0.0266667 0.0266667 6.85333 0 0
emanating	0.0933333 0.413333 0.04 0.106667 0.186667 0.226667 0.346667 0.0933333 0.4 0.0933333
schematically	0.12 0 0.0933333 0 0.373333 0 0 0 0.0133333 7.4
increases	0 0 0.0266667 0.04 47.8267 0 0.0266667 4.10667 0 1.97333
inhibition	0 0.04 0.0266667 0.08 0.293333 40.4133 0 0.146667 0 0
correlating	0.0133333 0 1.8 0 0 0.0133333 0 0.0133333 0 2.16
solid-state	0 0 0.733333 0 3.45333 0.76 0.0533333 0 0 0
modifying	0.04 0 0.0666667 0.106667 0 9.56 7.04 0.133333 0.0266667 0.0266667
advanced	5.53333 0 0.0666667 0.0133333 0.0133333 0 45.3333 0 0.0133333 0.0266667
cognitive	0 0 0 0 0.426667 0 0.0133333 0.0266667 71.5333 0
vertically	0 0.0133333 0 0.0533333 0.306667 0.0666667 0 4.56 0 0
strengths	0 0.213333 0 0 0 47.3333 0.08 0 0.346667 0.0266667
necessary	0.0533333 0.04 53.7467 0 2.08 0.04 1.22667 59.36 0.0266667 0.426667
like	0.08 0 0 69.4 1.13333 10.1067 0 0 44.2267 0.0533333
achieve	13.1467 0.0533333 0 0.666667 0 0.04 6.48 0.0133333 38.6 0
separately	0.0133333 0 0.04 1.72 0 3.76 4.33333 0 0.106667 0.0266667
communications	0.0133333 0 0.0133333 21.6667 0.04 0 0.24 0 0 0.0266667
t	0.0133333 1.33333 7.25333 0.0666667 0.0266667 0.0133333 120.04 1.70667 10.5467 0
fully	0 0.0266667 0.0266667 0.146667 0.533333 19.4933 7.12 32.64 0.0133333 0
output	21.2133 0 45.7067 0.68 3.70667 15.7333 12.9067 2.2 86.36 7.49333
works	0 0.413333 0.04 1.85333 4.78667 0.0266667 0.333333 0.08 45.4533 0.0133333
reduced	68.08 2.38667 0 0.106667 0.0133333 0.0133333 0 0.306667 0.04 1.05333
methods	0.04 0 0.08 69.72 0.0133333 0 0.04 0.133333 0.08 17.8933
phenomena	10.6933 0 0 0 13.28 0.16 0 0.666667 0 0.2
back	0 0.0266667 0.0133333 12.0133 59.92 0 0.0133333 0.0133333 0 0
competition	0.0533333 0 7.64 0.0266667 0.04 0.0533333 9.89333 0.226667 0.0133333 0.0533333
added	0 0.0133333 0 0.0266667 61.48 0 1.21333 0.0133333 0.253333 0
semi-local	0.0933333 0 0.0666667 0.306667 0 0.64 0.186667 0 0.133333 0.573333
specified	25.64 0 30.36 0.0133333 0.0266667 0.0266667 0.0133333 0 0 4.92
hebbian	0.08 2.30667 0.586667 0 0.0133333 21.7067 0.0133333 0.266667 0 0.0266667
asynchronously	0 0 4.68 0 2.09333 0.0133333 0.0133333 0 0.2 0
decrement	0.173333 0 0.0266667 0.173333 0 0.0133333 0 2.92 0 3.69333
specific	0 0 0 0 0.786667 9.22667 0 1.30667 0 83.68
winner-take-all	0 0 4.12 0.0133333 0 0 0.173333 7.65333 0 0.04
bottom	0 0 0.0666667 0.0133333 0.08 0.0133333 0.0533333 25.8933 4.84 12.04
avoid	0 0.0133333 0.293333 0 0.12 0.106667 37.76 0.693333 0 0.0133333
thank	0 0.16 57.8133 0 0 0 0 0 0.0133333 0.0133333
contributing	0.04 0 0 2.02667 0.106667 0 0 3.66667 2.10667 0.0533333
either	0 31.1733 0.0133333 0.946667 0.08 0 102.76 0.0133333 0.0133333 0
somehow	0.08 0.0933333 8.04 0 0.0266667 0.0133333 0 0.106667 0.586667 0.0533333
noise	38.92 25.2 8.58667 0 0.0133333 0 3.78667 0.44 0.0133333 0.04
run	50.48 0 1.18667 0 0 0 0.0666667 0.266667 0 0
power	53.0267 0 0.173333 0.0666667 0 0.0133333 0 0.653333 0.0666667 0
schedule	0.0133333 0 0 0 0.0266667 0 0.0266667 0.0266667 7.66667 0.24
processing	0 0.0266667 0 0.16 0.626667 0.626667 0 0.0133333 30.6933 130.853
percepttons	0.0266667 0 0.546667 0.04 2.73333 0.0133333 1.18667 0.0266667 3.42667 0
stage	1.50667 0 0 0 0 0.146667 0 0.12 0.0266667 46.2
comparison	0 4.12 0 74.2133 0.0133333 0 0 0 1.30667 0.346667
column	0 0.0533333 0.0266667 0 34.88 0 0.0133333 0.0133333 0.0133333 0
dependence	0.853333 0 0 0.0666667 0.0133333 0.0533333 0.28 36.72 0.0133333 0
o	0 0.0266667 0 0.453333 0.04 53.2667 72.8533 0.106667 0.226667 0.0266667
essential	0 0.0266667 0.12 0 0.0133333 25.7867 0.0133333 6.68 0.0266667 0.333333
compatible	0.0133333 9.25333 0.0133333 0.12 0 0.0933333 1.01333 0 0 0.493333
addition	0.0133333 0 0 0.4 5.45333 1.04 65.9467 0.133333 0 0.0133333
plus	13.6133 0 0.36 0 0.0133333 0.0133333 0 0 19 0
associative	1 10.5733 0 5.64 0 58.56 0.0933333 0 0 0.133333
propagate	0 0 0 0.0133333 0.106667 0.973333 0.0666667 16.8267 0.0133333 0
block	0 7.32 19.5333 0 0 0 10.68 0 0.466667 0
converging	2.30667 1.72 0 0 0.0533333 0.0133333 0 3.38667 0.52 0
computational	0 0 0.106667 8.84 0.0133333 0.0133333 0.04 56.28 52.7067 0
presence	0.0266667 0 19.9467 0.0933333 0 32.2133 0.666667 1.05333 0 0
previously	0.213333 66.44 0 0 0 0 0.0266667 1.08 0.24 0
communication	0 0 0 0 2.56 3.86667 0.0266667 0.0266667 1.36 19.16
preliminary	0.0266667 0.0266667 20.0133 0.0933333 0.733333 11.08 0.0133333 0 0.0133333 0
usa	0.0266667 0.146667 0.0133333 0 24.7733 0.0133333 1.94667 0.0666667 0.0133333 0
three	0.0533333 60.5067 0.0266667 0.72 75.4133 0.413333 6.2 0.506667 5.13333 0.0266667
down	0 0 0 0 0.666667 3.74667 0 0 0 44.5867
pair	0 0 8.10667 0 32.7733 0.0933333 0 0 0 0.0266667
square	0.0266667 0.04 1.16 47.6533 0 0.12 0 0 0 0
microstructure	0.0933333 0 0.0266667 0 0 0 28.6933 0.0133333 3.17333 0
proportional	0 0.04 43.2267 20.6533 0 0.973333 0 0.08 0.0266667 0
refined	0.0266667 1.17333 0 1.12 2.12 0.04 0.0266667 0.0266667 0.44 0.0266667
reducing	0 1.66667 0.64 0 0.0266667 0.0133333 0.0266667 0 0.28 28.3467
envision	0.0133333 0.0533333 0.173333 1.28 0 0.906667 0.493333 0 1.58667 0.493333
eeprom	0.133333 0.106667 0.12 0.08 0.08 0.12 0.04 0.08 0.16 0.08
computer	0 0 3.96 0.0933333 10.32 1.16 87.6667 46.6533 10.1467 0
resistors	3.73333 0.613333 0 0 0 0.0133333 0.0666667 2.56 0.0133333 0
area	0.0266667 0.16 0.0133333 1.64 0 0 0 0.0133333 65.3733 0.773333
transfer	4.65333 0.04 0.8 0 32.2 0.146667 0 0 0.16 0
support	0 50.4533 0.0133333 0.0133333 0.0133333 0 0 0 4.50667 0
ns	0.0666667 0.106667 0 0.386667 0 0 0.0933333 10.3467 0 0
long	1.26667 0.0133333 0 0 0.133333 92.1067 0.386667 0.08 0.0133333 0
stuck	1.28 0.0266667 0.0666667 0.0133333 0.0133333 0 0.04 0.0133333 9.57333 1.97333
vax	1.92 0 0 0 0 0.0133333 0.0533333 0 1.69333 0.32
fraction	0 0.2 0 0.0666667 7.29333 12.8 0.0533333 0.0133333 0.133333 9.44
naturally	0 2.34667 0 0.266667 1.49333 0.0133333 0 28.84 0 0.04
form	0 41.8533 0.0266667 0 116.227 0.0133333 0.866667 0.0133333 0 0
adjusting	0 0 0.586667 0 0 16.12 0.0133333 0.0266667 0.186667 0.0666667
regard	0 0.0533333 0.04 0 0.0133333 0.0133333 0 0.48 0.12 12.28
histogram	0 2.65333 0 0 5.89333 0.04 0 0.413333 0 0
correlated	0 32.4 0 2.01333 0.0133333 0 0 0.0666667 0.36 0.146667
related	0 0 0 0 1.16 18.88 0.04 0 0 73.92
larger	0 0.0533333 0 0.0133333 0.0266667 0 95.6533 1.4 1.81333 0.04
true	0 0 0 0.0266667 0.0133333 0.106667 15.44 29.4 0.0133333 0
directed	18.5333 4.10667 0 0.0933333 0.133333 0.133333 0 0 0 0
arranged	0 0.0533333 0 0.0533333 29.6133 0.133333 0 0.0266667 0.0533333 0.0666667
stanford	0.0133333 0 0.04 21.8533 0 0 0.0666667 0 0 0.0266667
characteristic	0.573333 40.6 0.0133333 2.02667 0.0133333 0.04 0.106667 0 0.493333 0.133333
devices	0.0133333 0.0133333 25.5867 0 0 0.293333 0 0 0.08 0.0133333
below	1.6 0 25.8933 0 0 0 4.12 0.0266667 0 35.36
represents	0 0.106667 0 48.3333 0.506667 0.0133333 0 5.65333 46.3867 0
verification	0.2 0.333333 0.293333 0.173333 0.08 0.213333 0.493333 0.0666667 0.133333 0.0133333
demonstrate	51.9333 0.04 1.02667 0.986667 0 0 0 0 0.0133333 0
stages	25.1467 0.2 0 0.04 0.0266667 0.146667 0.0266667 0.413333 0 0
similar	66.04 0.373333 0.266667 0.0133333 68.1867 16.8933 27.1067 1.56 0 0.56
rumelhart	0.0133333 0.0133333 0 0.0266667 49.3733 0.0133333 0.0133333 0.0533333 0 0.493333
bell	0 0.0666667 28.9733 0.613333 0 0.0933333 0.0933333 0 0 0.16
bearing	0 1.45333 0.0133333 0.0133333 0.106667 2.74667 0.106667 0 0.693333 0.866667
constant	17.9333 0.0133333 0 0 0.0266667 64.8933 0 30.1333 0 0
universal	0 0.0133333 6.52 0 0 0.08 0.2 0 1.16 0.0266667
exceeded	0.173333 0.08 0.453333 0.04 0.16 0.4 0.373333 0 0.226667 0.0933333
yannis	0.0666667 0.0533333 0.146667 0.106667 0.133333 0.0533333 0.08 0.12 0.106667 0.133333
al	18.16 0 0 0.0133333 8.58667 0.08 0 0.133333 0 0.0266667
general	0.8 0 98.6667 0 0.0133333 0.0266667 26.0533 0.0133333 0.866667 15.56
globally	0 0.0133333 0 11.5067 0 0.426667 0 0 0.04 0.0133333
proper	0.12 0 0.2 0 0 10.96 0 0.0266667 0.0133333 18.68
single	0 0.04 0 0.0133333 1.33333 0.493333 0 111.6 60.52 0
diverse	0 0 0.12 0.706667 0 0.12 0.0266667 4.22667 2.32 0.48
right	0 0.0133333 0.0133333 10.96 0.84 0 66.96 0 0.173333 0.04
inverter	0.0933333 0.08 0.16 0.32 0.0266667 0.386667 0.426667 0.12 0.186667 0.2
floating	5.49333 0.0133333 3.46667 0.0133333 0.04 0.0666667 5.90667 0 0 0
distributions	0 0 0 20.7067 0.133333 0.0533333 0 0.106667 0 0
cmos	1.6 0.0133333 0 0 0.213333 0.0133333 0 19.0933 0 0.0666667
nj	0.0933333 0 1.90667 0 16.08 0 0 0 0 0.92
compared	0.0666667 0 0 69.04 4.82667 0 0 0 0.0533333 0.0133333
barto	0.0666667 0.0133333 7.36 2.30667 0 0.04 0.0266667 0.12 0.0666667 0
storage	0 30.3067 0 0.12 17.9733 0 0 0.32 0 0.28
sampled	0 7.61333 6.41333 0.64 9.28 0 0.0266667 0.0133333 0.0133333 0
branch	0 0.0266667 2.24 0 1.12 0.0266667 3.32 2.25333 0.0133333 0
papers	0 0.0266667 0.08 0 9.04 0 1.94667 0.0266667 0.0666667 0.813333
test	18.68 0.0533333 0 0 0.0933333 0.253333 0 0.133333 0.0666667 77.72
weights	0.373333 14.0933 0.226667 0 0 0 1.24 0.0133333 112.693 7.36
decremented	0.133333 0 0.226667 0.733333 0.106667 0.213333 0.36 0.12 0.106667 0
conclusion	7.82667 1.54667 1.38667 0.0933333 0.0266667 4.53333 60.7733 0.586667 0 0.226667
consisted	0.133333 0.08 0 0 0.0133333 0.493333 0.0133333 0 30.2667 0
time	0.0533333 103.44 0 71.08 0.106667 0 4.70667 18.0267 2.54667 0.04
describe	0.72 0 2.4 0.293333 0 0.0266667 0.0666667 17.5333 0.0266667 61.9333
includes	0 0 0 0 0 8.45333 0.2 0.0133333 0.0666667 26.2667
helping	0.226667 0 0.44 0 0.0533333 0 0.533333 0.253333 0.0266667 0.466667
important	0 0 116.653 0.0133333 19.9067 0.0133333 4.96 0.0266667 0 5.42667
pathways	0.906667 0.0133333 0.0133333 0.0266667 0 0.04 0 16.8267 0.0133333 0.16
cut-off	0.146667 0.0533333 0.106667 0.133333 0.133333 0.08 0.12 0.0266667 0.0933333 0.106667
matrix	0 0 0 0 2.08 7.16 76.76 0 0 0
voltage-controlled	0.0533333 0.0666667 0.0666667 0.12 0.106667 0.0933333 0.186667 0.12 0.106667 0.08
performance	0.146667 0.146667 37.08 71.3467 19.76 0.813333 1.68 0 0 0.0266667
algorithm	0.0666667 0.0133333 0 0.186667 0.0666667 0.826667 136.56 0.12 0.16 0
stabilizes	0.0133333 1.05333 0 0.0266667 0.08 0.506667 0.64 0 1.4 0.28
necessitates	0.173333 0 1 0.146667 0 0.0133333 0.16 0.88 0.453333 0.173333
rule	0 0 0 0 1.37333 8.13333 84.36 0.0133333 0.12 0
inset	0 0 0.0666667 0 0 0 0 0.0666667 0 5.86667
compete	0 1.90667 0.786667 1.4 0 0.773333 0.0133333 0.08 6.01333 0.0266667
searched	0 2.45333 0.186667 0.0133333 1.90667 1.30667 0 0.0133333 0.106667 0.0133333
quantity	0 0 0.0133333 0 0.346667 0.0266667 28.5733 0.0133333 0 0.0266667
requires	0.106667 0 0 50.0267 11.6933 0 0.0266667 0.04 0.0933333 34.0133
chain	0 1.2 0 19.36 0.0266667 0.133333 0.04 0.0266667 0.2 0.0133333
leads	0.0133333 0 0 47.9333 4.88 0 0 0 0.173333 0
causes	0.0133333 0 0.866667 0 0 43.9867 0.106667 0.0133333 0.0133333 0
row	0.0133333 0.0266667 0 0 0.0133333 28.8667 3 0.08 0 0
whose	0 0.0133333 0.186667 0.24 0.0133333 9.36 97.0267 0.733333 0.0533333 0.373333
feeding	17.7333 0.0266667 0.12 0.0133333 0 0.04 0.0266667 0 0.04 0
violate	0.226667 0.0133333 3.28 0.266667 0.0266667 0 0 0.106667 0 0.08
tn	0.0133333 0.0666667 0 1.54667 0.04 1.33333 1.37333 0 1.62667 0
finally	0.0666667 0.0133333 2.98667 0 0.146667 0 0.4 0 16.3867 0
th	0.04 0.0266667 3.68 0.12 0.0133333 0.0133333 30.9333 0.133333 0.04 0
ta	0 0.0266667 0 3.69333 0 0 1.58667 0 0 2.69333
every	0 0 0 3.06667 55.1867 35.8133 0.32 0.386667 0.226667 0
matrices	0 0 0 24.6133 0 0.346667 0 0.0266667 0 0.0133333
condition	0 0 0.0133333 0 47.8933 0.0666667 0.0266667 0 0 0
p	0.573333 0 78.08 0.0133333 0.0266667 0 0.0133333 0.0266667 0.266667 0
prevent	0.0266667 0 0.266667 0.24 7 0 0 13.44 0 0.0266667
zj	0.16 0 0.0133333 0 0 0 1.78667 0.813333 0.213333 0.0133333
prediction	0 0 0 0.0266667 33.6533 0.32 0 0 0 0
elegant	0 0 0.173333 0.0266667 0.0266667 0 0 0 0 4.77333
giving	0.0266667 0 0 41.4933 0 0.04 0.226667 0.0266667 0 0.186667
experiment	22.4933 0.413333 0.0266667 0.08 0 21.8533 3.13333 0 0 0
method	0 41.7867 10.6533 0 0.0533333 2.86667 0 0.0133333 0 55.6267
escaping	2.65333 0.04 0 0 3.21333 0 0.0666667 0.0133333 0.0133333 0
never	0 14.44 0.0133333 0.0266667 23.3467 0.0266667 0 0.0133333 0 0.133333
component	4.38667 2.13333 29.44 35 0 0 0.0133333 0 0.0133333 0.0133333
equals	0.0533333 0.0133333 16.7333 0 0.04 0 0 0.0266667 0.0266667 0.106667
groups	0.733333 0.12 0.0266667 0 0 0.0666667 0 0 0 36.0533
increments	7.8 0 0 0 0.106667 0.0666667 0.0133333 0 0.0133333 0
periodic	0 0.266667 0.04 0 0.546667 22.7333 1.13333 0 0.28 0
zero-error	0.04 0.0933333 0.106667 0.12 0.173333 0.08 0.226667 0.08 0.04 0.04
makes	0 0 8.08 0.0666667 0.493333 0 61.16 0 0.08 0.12
explained	0 0 0.24 0 0.0133333 0 0 0 13.7467 0
scaled	0 0.0133333 0.12 20.28 0 0.48 0.0266667 0.0266667 0 0.0533333
addressed	0 0.04 6.97333 0 11.8933 0 0 0 0.0533333 0.04
decrease	5.18667 0.72 19.0667 0 0 0.0266667 0.466667 14.3067 0.04 2.18667
tools	0.373333 0 0 0.0266667 0 0.0133333 0.133333 13.44 0 0.0133333
positive	2.74667 0 59.4533 0 0 4.78667 23.6267 0.04 0.08 0.266667
few	20.2933 0.0533333 1.37333 0.186667 0 0.0533333 80 0 0.04 0
successful	0 0.213333 0 0 0.0266667 0.12 0.0133333 0 34.6133 0.0133333
acceptable	0 0 6.10667 0 0 0 10.8933 0 0 0
transient	0.186667 0 0 0.76 0 0 0 7.93333 0.0533333 4.06667
teaching	0.173333 0.0133333 0.0266667 0 0.133333 0.04 6.09333 0.186667 0 1.33333
cases	0 73.5733 0 0.826667 0 0 2.58667 0.0133333 0 0
evolves	0 0 0 5.48 0.04 0 0 3.4 0.08 0
equation	0.08 0.146667 0.0133333 14.6933 77.92 3.38667 0 0.0266667 0.08 8.65333
example	0.106667 0.226667 0.0266667 0.0133333 0.0133333 0.226667 121.293 0.0133333 2.08 0
give	0 0.68 0.36 0 0 69.8 0 0 0.16 0
want	0.0133333 0.0666667 0 0.0266667 0.0933333 0.12 16.84 0.12 0 11.72
sense	0 0.16 0 0 0.0666667 5.45333 54.68 1.54667 0 0.0933333
sought	1.17333 0 0 0.0266667 0.04 0 0.186667 0.0533333 0 6.52
respective	0.0933333 0 0 19.7867 0.0133333 0 0.0933333 0.0133333 0 0
requirements	0.0133333 0.04 38.5467 0.146667 0 0 0.0933333 0.16 0 0
hoc	1.81333 1.04 0 2.77333 0.0133333 0.04 2.32 0 0 0
zero-mean	0 0 7.88 0.0533333 0.0133333 0.04 0 0 0.0133333 0
parameter	5.38667 0.106667 66.1733 0.08 5.93333 0.44 0.0533333 0 10.8267 0
response	0 93.3733 0 6.22667 0.226667 14.92 0.24 0.0133333 0 0
attempt	41.6667 0 0.0133333 0 0.0133333 0.0133333 0.173333 0 0.0133333 5.10667
author	0 0 3.81333 0.0933333 3.01333 0 12.04 1.01333 0.0266667 0
element	59.8533 0.04 0.0133333 0 0.0133333 0 0 0 0.0533333 0.0266667
sm	0.08 0 3.32 0 0.0133333 0 0.546667 0.04 0 0
amir	0.0266667 0 0 0.0266667 0 0 1.89333 1.36 0.693333 0
move	0.0133333 0.186667 0.0266667 0.0266667 0 0 0 0.0133333 37.7333 0
satisfied	0.0933333 0 0 0.0133333 19.68 0.0533333 0.0133333 0.0666667 0 0.08
ita	0 0 6.72 0.0133333 0 0.0666667 0.0266667 0.0133333 0.106667 0.0533333
existence	12.44 0 0.0133333 13.1733 0.28 0.0133333 0 0.08 0 0
before	0.773333 95.44 0.36 8.89333 0 0 0.08 1.22667 0.173333 0.0533333
le	0 0.12 6.46667 0 0 0 7.32 0 0.08 0.0133333
feed-	0.0666667 0.24 0.04 0 0.0266667 0.0266667 7.58667 0.0133333 0 0
acknowledge	0.0133333 0.0533333 0 0.0133333 0 0.0266667 0.04 0.0133333 0 18.84
solving	0.04 0.613333 33.08 3.56 0 0 4.66667 0.0266667 0 0.0133333
exhibits	0 0 0 0 0.0133333 0.0133333 0 22.9333 0 0.04
scaling	1.26667 0.0133333 0 0.0266667 0.08 0.293333 0 0 0.08 26.24
yp	0 0.0266667 0.8 0.0666667 0.16 0.213333 0.12 0.253333 0.36 0
yt	0.4 0.186667 0.0533333 0.373333 0.266667 0.346667 0.226667 0 0 0.146667
possess	0.253333 3.88 0 0.746667 0 3.53333 0.106667 2.85333 0.626667 0
back-propagation	0 0.16 0.04 0.0266667 0 0.133333 0.0133333 0 47.5867 0.04
l	0.186667 0 55.0933 0 0.0133333 0.173333 16.2 0.08 8.18667 0.0666667
sufficiently	0 32.6267 0 0 0.533333 9.44 6.96 0.04 0 3.4
inequality	0.0266667 0 0 0 0 3.25333 6.64 0 0.0266667 0.0533333
mean	0 0 0.04 0.0533333 88.8667 0.0266667 0.0133333 0 0 0
obtains	2.57333 2.65333 0 0 0.0533333 0 3.70667 0 0 0.0133333
entering	0 0.826667 0 2.65333 0.0533333 0 0 2.45333 0.0133333 0
loops	0 0 0.0666667 0.12 0 0 13.4267 0 0 0.386667
special	0 0.0133333 0 5.02667 0 0.0133333 0.0266667 0.0533333 58.8667 0
rt	0.0133333 0.08 0 4.44 1.04 0 0 0 1.42667 0
ultimately	0 2.84 0.973333 0.2 0 0.08 0.12 0 0 9.78667
denotes	3.02667 0 8.05333 0.2 0.0133333 0.0133333 0 0 16.68 0.0133333
attracted	0.0133333 0 0.0533333 0 0.4 0 10.3333 0.0266667 0.04 0.133333
rl	0 0.0133333 0.0533333 0.613333 6.6 0.08 0.146667 0 0 2.49333
got	0 0 1.25333 0.36 0.0133333 0.493333 0 0 2.36 0.52
e-	0 0.133333 0 0.0133333 0 0 6.72 0.08 0 0.0533333
indices	0 0 0.16 0.16 1.82667 0.4 4.90667 0.0133333 0.106667 0.426667
necessarily	0.0133333 0 27.2267 1.46667 0 0 0 0.226667 0 0.0666667
put	0.0266667 4.18667 15.32 0 0.0133333 0.0266667 0.0933333 4.74667 13.5867 0
beginning	0.04 0 0.0133333 0.0933333 0 0 10.0667 10.3467 1.44 0
thrown	0.0133333 0 0 0.213333 0 0.0133333 0.0533333 0.0266667 3.68 0
pairs	0.0933333 0.346667 0.0133333 0.613333 0.2 0 0 0 44.6 1.13333
backwards	0 0 0 0 0.08 0 0 0.04 6.88 0
derivation	0.0533333 0 0.04 0 23.8667 0 0 0 0 0.04
motion	0.0133333 0.0133333 0 0.0266667 0.0133333 16.4 0.0266667 17.5067 0 0
onto	0.6 32.8933 1.04 0.0933333 0.0133333 0 0.0266667 17.32 0.0133333 0
well-known	0 13.3467 0.0133333 0 0 0.2 13.44 0 0 0
management	0.413333 0 0.0133333 0.933333 0 0.0133333 2.58667 0.04 0 0
similarly	0 0 0.2 0 0.36 0.0133333 0 18.4267 0 0
scheme	0.0666667 0 0 0 10.4533 0 60.4133 0 0.0133333 0.0533333
asymmetric	0.0266667 0 0.04 0.0133333 4.21333 0 0 5.65333 0.0133333 0.04
time-dependence	0.0133333 0.0666667 0.133333 0.12 0.2 0.0533333 0.133333 0.08 0.146667 0.0533333
completes	0.0933333 0.946667 0.56 0 0.04 1.41333 0 0.76 1.94667 0.24
updating	0 0 0 0 0.28 0 21.5467 0.0266667 0.106667 0.04
iteration	0 0.0266667 21.1867 0.0133333 0.0933333 0.0133333 0.0266667 0.0133333 6.58667 0.04
project	0 0 0.12 0 0 0 0 26.1467 0.0533333 0.68
matter	0 0.0266667 0.0266667 0.0133333 0 0.0266667 0 18.8933 0 0.0133333
ktn	0.0666667 0 0.613333 0.133333 0.253333 0.0533333 0.813333 0.0133333 0 0.0533333
san	0 71.36 7.44 0 0 0.0933333 0.0933333 0.0133333 0 0
argument	0.0266667 0 0 13.88 0.04 0 0 0 0.0533333 0
say	0 0 38.1067 0.0133333 1.08 2.76 0 0.04 0 0
manner	0.2 0.0266667 0 0 0.373333 0 0.0133333 0.0266667 5.41333 36.9467
single-	0 0 1.53333 1.32 2.06667 0.0533333 0 0 0.0266667 0
generalizes	0.0133333 0.0133333 10.6533 0.04 0.16 0.0666667 0 0 0.0533333 0
hopfield	0.04 0 0.386667 0 0 0.0533333 54.64 0.0666667 0.173333 1.64
ideal	0 0.0266667 0.0266667 0.08 0 0 0 0.106667 0 31.76
objective	0.133333 0 0 0 1.48 0.0266667 29.28 0.213333 6.81333 0.0533333
mit	0.0266667 65.96 0.226667 0 0.0533333 1.18667 0 0.693333 0 20.8533
begin	25.8267 2.64 0 0 0.44 0 0 0.0533333 0.04 0
towards	0 0 0 3.09333 0.36 39.5067 0 0.04 0 0
unless	0.08 4.38667 0.853333 0.0266667 9.33333 0.0266667 15.2267 0.0133333 0.04 0.0133333
allow	0 77.9867 0 0.0133333 5.82667 0.0266667 0.0533333 0.0533333 0.68 1.36
reach	0 0.08 0.0133333 0.0533333 0 0 31.7867 0 0.04 0.0266667
class	0.133333 0.146667 0.373333 0.293333 76.3467 0.32 0 0.0133333 2.29333 0.08
takes	0 0 0 0.0133333 0 0 0 0.04 61.52 13.4267
steady	0.16 0 4.69333 0.146667 0 16.92 0 0 0 2.08
face	0.48 0 0 0 0.0133333 0.04 12.4533 0 0.0133333 0
kp	0 0 0 0.0133333 0.0133333 0.0933333 1 1.84 0 0.04
tech	0 0 1.64 0.493333 0.0266667 0 0.933333 0.0266667 0.213333 2.66667
kv	0.0666667 0.0533333 0.12 0.2 0.146667 0.0933333 0.173333 0.0133333 0.0533333 0.08
abilities	0.04 0 0.0533333 2.86667 0 0 0.0933333 0.0266667 0 11.92
sibly	0.0666667 0.0933333 0.08 0.0933333 0.106667 0.0266667 0.24 0.106667 0.08 0.106667
atiya	0.146667 0.04 0.133333 0.106667 0.08 0.0666667 0.16 0.12 0.08 0.0666667
solutions	0.0133333 0 0.0133333 0 0 2.06667 61.8933 0 0.0133333 0
